"","session","tos","speaker"
"1041",16,19,"Analisando"
"1042",16,20,"Analista"
"1043",16,21,"Analisando"
"1044",16,22,"Analista"
"1045",16,23,"Analisando"
"1046",16,24,"Analista"
"1047",16,25,"Analisando"
"1048",16,26,"Analista"
"1049",16,27,"Analisando"
"1050",16,28,"Analista"
"1051",16,29,"Analisando"
"1052",16,30,"Analista"
"1053",16,31,"Analisando"
"1054",16,32,"Analista"
"1055",16,33,"Analisando"
"1056",16,34,"Analista"
"1057",16,35,"Analisando"
"1058",16,36,"Analista"
"1059",16,37,"Analisando"
"1060",16,38,"Analista"
"1061",16,39,"Analisando"
"1062",16,40,"Analista"
"1063",16,41,"Analisando"
"1064",16,42,"Analista"
"1065",16,43,"Analisando"
"1066",16,44,"Analista"
"1067",16,45,"Analisando"
"1068",16,46,"Analista"
"1069",16,47,"Analisando"
"1070",16,48,"Analista"
"1071",16,49,"Analisando"
"1072",16,50,"Analista"
"1074",16,52,"Analista"
"1075",16,53,"Analisando"
"1076",16,54,"Analista"
"1077",16,55,"Analisando"
"1078",16,56,"Analista"
"1079",16,57,"Analisando"
"1080",16,58,"Analista"
"1081",16,59,"Analisando"
"1082",16,60,"Analista"
"1083",16,61,"Analisando"
"1084",16,62,"Analista"
"1085",16,63,"Analisando"
"1086",16,64,"Analista"
"1087",16,65,"Analisando"
"1088",16,66,"Analista"
"1089",16,67,"Analisando"
"1090",16,68,"Analista"
"1091",16,69,"Analisando"
"1092",16,70,"Analista"
"1093",16,71,"Analisando"
"1094",16,72,"Analista"
"1095",16,73,"Analisando"
"1096",16,74,"Analista"
"1097",16,75,"Analisando"
"1098",16,76,"Analista"
"1099",16,77,"Analisando"
"1100",16,78,"Analista"
"1101",16,79,"Analisando"
"1102",16,80,"Analista"
"1103",16,81,"Analisando"
"1104",16,82,"Analista"
"1105",16,83,"Analisando"
"1106",16,84,"Analista"
"1107",16,85,"Analisando"
"1108",16,86,"Analista"
"1109",16,87,"Analisando"
"1110",16,88,"Analista"
"1111",17,1,"Analisando"
"1113",17,3,"Analisando"
"1114",17,4,"Analista"
"1115",17,5,"Analisando"
"1116",17,6,"Analista"
"1117",17,7,"Analisando"
"1118",17,8,"Analista"
"1119",17,9,"Analisando"
"1120",17,10,"Analista"
"1121",17,11,"Analisando"
"1122",17,12,"Analista"
"1123",17,13,"Analisando"
"1124",17,14,"Analista"
"1125",17,15,"Analisando"
"1126",17,16,"Analista"
"1127",17,17,"Analisando"
"1129",17,19,"Analisando"
"1130",17,20,"Analista"
"1131",17,21,"Analisando"
"1132",17,22,"Analista"
"1133",17,23,"Analisando"
"1134",17,24,"Analista"
"1135",17,25,"Analisando"
"1136",17,26,"Analista"
"1137",17,27,"Analisando"
"1138",17,28,"Analista"
"1139",17,29,"Analisando"
"1140",17,30,"Analista"
"1141",17,31,"Analisando"
"1142",17,32,"Analista"
"1143",17,33,"Analisando"
"1144",17,34,"Analista"
"1145",17,35,"Analisando"
"1146",17,36,"Analista"
"1147",17,37,"Analisando"
"1148",17,38,"Analista"
"1149",17,39,"Analisando"
"1150",17,40,"Analista"
"1151",17,41,"Analisando"
"1152",17,42,"Analista"
"1154",17,44,"Analista"
"1155",17,45,"Analisando"
"1156",17,46,"Analista"
"1157",17,47,"Analisando"
"1158",17,48,"Analista"
"1159",17,49,"Analisando"
"1160",17,50,"Analista"
"1161",17,51,"Analisando"
"1162",17,52,"Analista"
"1163",17,53,"Analisando"
"1164",17,54,"Analista"
"1165",17,55,"Analisando"
"1166",17,56,"Analista"
"1167",17,57,"Analisando"
"1168",17,58,"Analista"
"1169",17,59,"Analisando"
"1170",17,60,"Analista"
"1171",17,61,"Analisando"
"1172",17,62,"Analista"
"1173",17,63,"Analisando"
"1174",17,64,"Analista"
"1175",17,65,"Analisando"
"1176",17,66,"Analista"
"1177",17,67,"Analisando"
"1178",17,68,"Analista"
"1179",17,69,"Analisando"
"1180",17,70,"Analista"
"1181",17,71,"Analisando"
"1182",17,72,"Analista"
"1183",17,73,"Analisando"
"1184",17,74,"Analista"
"1185",17,75,"Analisando"
"1186",17,76,"Analista"
"1187",17,77,"Analisando"
"1188",17,78,"Analista"
"1189",17,79,"Analisando"
"1190",17,80,"Analista"
"1191",17,81,"Analisando"
"1192",17,82,"Analista"
"1193",17,83,"Analisando"
"1194",17,84,"Analista"
"1195",17,85,"Analisando"
"1196",17,86,"Analista"
"1197",17,87,"Analisando"
"1198",17,88,"Analista"
"1199",17,89,"Analisando"
"1200",17,90,"Analista"
"1201",17,91,"Analisando"
"1202",17,92,"Analista"
"1203",17,93,"Analisando"
"1204",17,94,"Analista"
"1205",17,95,"Analisando"
"1206",17,96,"Analista"
"1207",17,97,"Analisando"
"1208",17,98,"Analista"
"1209",17,99,"Analisando"
"1210",17,100,"Analista"
"1212",17,102,"Analista"
"1214",17,104,"Analista"
"1215",17,105,"Analisando"
"1216",17,106,"Analista"
"1217",17,107,"Analisando"
"1218",17,108,"Analista"
"1219",17,109,"Analisando"
"1220",17,110,"Analista"
"1221",17,111,"Analisando"
"1222",17,112,"Analista"
"1223",17,113,"Analisando"
"1224",17,114,"Analista"
"1225",17,115,"Analisando"
"1226",17,116,"Analista"
"1227",18,1,"Analisando"
"1228",18,2,"Analista"
"1229",18,3,"Analisando"
"1230",18,4,"Analista"
"1231",18,5,"Analisando"
"1232",18,6,"Analista"
"1233",18,7,"Analisando"
"1234",18,8,"Analista"
"1235",18,9,"Analisando"
"1236",18,10,"Analista"
"1237",18,11,"Analisando"
"1238",18,12,"Analista"
"1239",18,13,"Analisando"
"1240",18,14,"Analista"
"1241",18,15,"Analisando"
"1242",18,16,"Analista"
"1243",18,17,"Analisando"
"1244",18,18,"Analista"
"1245",18,19,"Analisando"
"1246",18,20,"Analista"
"1247",18,21,"Analisando"
"1248",18,22,"Analista"
"1249",18,23,"Analisando"
"1250",18,24,"Analista"
"1251",18,25,"Analisando"
"1252",18,26,"Analista"
"1253",18,27,"Analisando"
"1254",18,28,"Analista"
"1255",18,29,"Analisando"
"1256",18,30,"Analista"
"1257",18,31,"Analisando"
"1258",18,32,"Analista"
"1259",18,33,"Analisando"
"1260",18,34,"Analista"
"1261",18,35,"Analisando"
"1262",18,36,"Analista"
"1263",18,37,"Analisando"
"1264",18,38,"Analista"
"1265",18,39,"Analisando"
"1266",18,40,"Analista"
"1267",18,41,"Analisando"
"1268",18,42,"Analista"
"1270",18,44,"Analista"
"1271",18,45,"Analisando"
"1272",18,46,"Analista"
"1273",18,47,"Analisando"
"1274",18,48,"Analista"
"1275",18,49,"Analisando"
"1276",18,50,"Analista"
"1277",18,51,"Analisando"
"1278",18,52,"Analista"
"1279",18,53,"Analisando"
"1280",18,54,"Analista"
"1281",18,55,"Analisando"
"1282",18,56,"Analista"
"1283",18,57,"Analisando"
"1284",18,58,"Analista"
"1286",18,60,"Analista"
"1287",18,61,"Analisando"
"1288",18,62,"Analista"
"1289",18,63,"Analisando"
"1290",18,64,"Analista"
"1292",18,66,"Analista"
"1293",18,67,"Analisando"
"1294",18,68,"Analista"
"1295",18,69,"Analisando"
"1296",18,70,"Analista"
"1297",18,71,"Analisando"
"1298",18,72,"Analista"
"1299",18,73,"Analisando"
"1300",18,74,"Analista"
"1301",18,75,"Analisando"
"1302",18,76,"Analista"
"1303",18,77,"Analisando"
"1304",18,78,"Analista"
"1305",18,79,"Analisando"
"1306",18,80,"Analista"
"1307",19,1,"Analisando"
"1308",19,2,"Analista"
"1309",19,3,"Analisando"
"1310",19,4,"Analista"
"1311",19,5,"Analisando"
"1312",19,6,"Analista"
"1313",19,7,"Analisando"
"1314",19,8,"Analista"
"1315",19,9,"Analisando"
"1316",19,10,"Analista"
"1317",19,11,"Analisando"
"1318",19,12,"Analista"
"1319",19,13,"Analisando"
"1320",19,14,"Analista"
"1321",19,15,"Analisando"
"1322",19,16,"Analista"
"1323",19,17,"Analisando"
"1324",19,18,"Analista"
"1325",19,19,"Analisando"
"1326",19,20,"Analista"
"1327",19,21,"Analisando"
"1328",19,22,"Analista"
"1329",19,23,"Analisando"
"1330",19,24,"Analista"
"1331",19,25,"Analisando"
"1332",19,26,"Analista"
"1333",19,27,"Analisando"
"1334",19,28,"Analista"
"1335",19,29,"Analisando"
"1336",19,30,"Analista"
"1337",19,31,"Analisando"
"1338",19,32,"Analista"
"1340",19,34,"Analista"
"1341",19,35,"Analisando"
"1342",19,36,"Analista"
"1343",19,37,"Analisando"
"1344",19,38,"Analista"
"1345",19,39,"Analisando"
"1346",19,40,"Analista"
"1347",19,41,"Analisando"
"1348",19,42,"Analista"
"1349",19,43,"Analisando"
"1350",19,44,"Analista"
"1351",19,45,"Analisando"
"1352",19,46,"Analista"
"1353",19,47,"Analisando"
"1354",19,48,"Analista"
"1355",19,49,"Analisando"
"1356",19,50,"Analista"
"1357",19,51,"Analisando"
"1358",19,52,"Analista"
"1359",19,53,"Analisando"
"1360",19,54,"Analista"
"1361",19,55,"Analisando"
"1362",19,56,"Analista"
"1363",19,57,"Analisando"
"1364",19,58,"Analista"
"1365",19,59,"Analisando"
"1366",19,60,"Analista"
"1367",19,61,"Analisando"
"1368",19,62,"Analista"
"1369",19,63,"Analisando"
"1370",19,64,"Analista"
"1371",19,65,"Analisando"
"1372",19,66,"Analista"
"1373",19,67,"Analisando"
"1374",19,68,"Analista"
"1375",19,69,"Analisando"
"1376",19,70,"Analista"
"1377",19,71,"Analisando"
"1378",19,72,"Analista"
"1379",19,73,"Analisando"
"1380",19,74,"Analista"
"1381",19,75,"Analisando"
"1382",19,76,"Analista"
"1383",19,77,"Analisando"
"1384",19,78,"Analista"
"1385",19,79,"Analisando"
"1386",19,80,"Analista"
"1387",19,81,"Analisando"
"1388",19,82,"Analista"
"1389",19,83,"Analisando"
"1390",19,84,"Analista"
"1391",19,85,"Analisando"
"1392",19,86,"Analista"
"1393",19,87,"Analisando"
"1394",19,88,"Analista"
"1395",19,89,"Analisando"
"1396",19,90,"Analista"
"1397",19,91,"Analisando"
"1398",19,92,"Analista"
"1399",19,93,"Analisando"
"1400",19,94,"Analista"
"1401",19,95,"Analisando"
"1402",19,96,"Analista"
"1403",19,97,"Analisando"
"1404",19,98,"Analista"
"1406",19,100,"Analista"
"1407",19,101,"Analisando"
"1408",19,102,"Analista"
"1409",19,103,"Analisando"
"1410",19,104,"Analista"
"1411",19,105,"Analisando"
"1412",19,106,"Analista"
"1413",20,1,"Analisando"
"1414",20,2,"Analista"
"1415",20,3,"Analisando"
"1416",20,4,"Analista"
"1417",20,5,"Analisando"
"1418",20,6,"Analista"
"1419",20,7,"Analisando"
"1420",20,8,"Analista"
"1421",20,9,"Analisando"
"1422",20,10,"Analista"
"1423",20,11,"Analisando"
"1424",20,12,"Analista"
"1425",20,13,"Analisando"
"1426",20,14,"Analista"
"1427",20,15,"Analisando"
"1428",20,16,"Analista"
"1429",20,17,"Analisando"
"1430",20,18,"Analista"
"1431",20,19,"Analisando"
"1432",20,20,"Analista"
"1433",20,21,"Analisando"
"1434",20,22,"Analista"
"1435",20,23,"Analisando"
"1436",20,24,"Analista"
"1437",20,25,"Analisando"
"1438",20,26,"Analista"
"1439",20,27,"Analisando"
"1440",20,28,"Analista"
"1441",20,29,"Analisando"
"1442",20,30,"Analista"
"1443",20,31,"Analisando"
"1444",20,32,"Analista"
"1445",20,33,"Analisando"
"1446",20,34,"Analista"
"1447",20,35,"Analisando"
"1448",20,36,"Analista"
"1449",20,37,"Analisando"
"1450",20,38,"Analista"
"1451",20,39,"Analisando"
"1452",20,40,"Analista"
"1453",20,41,"Analisando"
"1454",20,42,"Analista"
"1455",20,43,"Analisando"
"1456",20,44,"Analista"
"1457",20,45,"Analisando"
"1458",20,46,"Analista"
"1459",20,47,"Analisando"
"1460",20,48,"Analista"
"1461",20,49,"Analisando"
"1462",20,50,"Analista"
"1463",20,51,"Analisando"
"1464",20,52,"Analista"
"1465",20,53,"Analisando"
"1466",20,54,"Analista"
"1467",20,55,"Analisando"
"1468",20,56,"Analista"
"1469",20,57,"Analisando"
"1470",20,58,"Analista"
"1471",20,59,"Analisando"
"1472",20,60,"Analista"
"1473",20,61,"Analisando"
"1474",20,62,"Analista"
"1475",20,63,"Analisando"
"1476",20,64,"Analista"
"1477",20,65,"Analisando"
"1478",20,66,"Analista"
"1479",20,67,"Analisando"
"1480",20,68,"Analista"
"1481",20,69,"Analisando"
"1482",20,70,"Analista"
"1483",20,71,"Analisando"
"1484",20,72,"Analista"
"1485",20,73,"Analisando"
"1486",20,74,"Analista"
"1487",20,75,"Analisando"
"1488",20,76,"Analista"
"1489",20,77,"Analisando"
"1490",20,78,"Analista"
"1491",20,79,"Analisando"
"1492",20,80,"Analista"
"1493",20,81,"Analisando"
"1494",20,82,"Analista"
"1495",20,83,"Analisando"
"1496",20,84,"Analista"
"1497",20,85,"Analisando"
"1498",20,86,"Analista"
"1499",20,87,"Analisando"
"1500",20,88,"Analista"
"1501",21,1,"Analisando"
"1502",21,2,"Analista"
"1503",21,3,"Analisando"
"1504",21,4,"Analista"
"1505",21,5,"Analisando"
"1506",21,6,"Analista"
"1507",21,7,"Analisando"
"1508",21,8,"Analista"
"1509",21,9,"Analisando"
"1510",21,10,"Analista"
"1511",21,11,"Analisando"
"1512",21,12,"Analista"
"1513",21,13,"Analisando"
"1514",21,14,"Analista"
"1515",21,15,"Analisando"
"1516",21,16,"Analista"
"1517",21,17,"Analisando"
"1518",21,18,"Analista"
"1519",21,19,"Analisando"
"1520",21,20,"Analista"
"1522",21,22,"Analista"
"1523",21,23,"Analisando"
"1524",21,24,"Analista"
"1525",21,25,"Analisando"
"1526",21,26,"Analista"
"1527",21,27,"Analisando"
"1528",21,28,"Analista"
"1529",21,29,"Analisando"
"1530",21,30,"Analista"
"1531",21,31,"Analisando"
"1532",21,32,"Analista"
"1533",21,33,"Analisando"
"1534",21,34,"Analista"
"1535",21,35,"Analisando"
"1536",21,36,"Analista"
"1537",21,37,"Analisando"
"1538",21,38,"Analista"
"1539",21,39,"Analisando"
"1540",21,40,"Analista"
"1541",21,41,"Analisando"
"1542",21,42,"Analista"
"1543",21,43,"Analisando"
"1544",21,44,"Analista"
"1545",21,45,"Analisando"
"1546",21,46,"Analista"
"1547",21,47,"Analisando"
"1548",21,48,"Analista"
"1549",21,49,"Analisando"
"1550",21,50,"Analista"
"1551",21,51,"Analisando"
"1552",21,52,"Analista"
"1553",21,53,"Analisando"
"1554",21,54,"Analista"
"1555",21,55,"Analisando"
"1556",21,56,"Analista"
"1557",21,57,"Analisando"
"1558",21,58,"Analista"
"1559",21,59,"Analisando"
"1560",21,60,"Analista"
"1561",21,61,"Analisando"
"1562",21,62,"Analista"
"1563",21,63,"Analisando"
"1564",21,64,"Analista"
"1565",21,65,"Analisando"
"1566",21,66,"Analista"
"1567",21,67,"Analisando"
"1568",21,68,"Analista"
"1569",21,69,"Analisando"
"1570",21,70,"Analista"
"1571",21,71,"Analisando"
"1572",21,72,"Analista"
"1573",21,73,"Analisando"
"1574",21,74,"Analista"
"1575",21,75,"Analisando"
"1576",21,76,"Analista"
"1577",21,77,"Analisando"
"1578",21,78,"Analista"
"1580",21,80,"Analista"
"1581",21,81,"Analisando"
"1582",21,82,"Analista"
"1583",21,83,"Analisando"
"1584",21,84,"Analista"
"1585",21,85,"Analisando"
"1586",21,86,"Analista"
"1587",21,87,"Analisando"
"1588",21,88,"Analista"
"1589",21,89,"Analisando"
"1590",21,90,"Analista"
"1591",21,91,"Analisando"
"1592",21,92,"Analista"
"1593",21,93,"Analisando"
"1594",21,94,"Analista"
"1595",21,95,"Analisando"
"1596",21,96,"Analista"
"1597",21,97,"Analisando"
"1598",21,98,"Analista"
"1599",21,99,"Analisando"
"1600",21,100,"Analista"
"1601",21,101,"Analisando"
"1602",21,102,"Analista"
"1603",21,103,"Analisando"
"1604",21,104,"Analista"
"1605",21,105,"Analisando"
"1606",21,106,"Analista"
"1607",21,107,"Analisando"
"1608",21,108,"Analista"
"1609",21,109,"Analisando"
"1610",21,110,"Analista"
"1611",21,111,"Analisando"
"1612",21,112,"Analista"
"1613",21,113,"Analisando"
"1614",21,114,"Analista"
"1615",21,115,"Analisando"
"1616",21,116,"Analista"
"1617",22,1,"Analisando"
"1618",22,2,"Analista"
"1619",22,3,"Analisando"
"1620",22,4,"Analista"
"1621",22,5,"Analisando"
"1622",22,6,"Analista"
"1623",22,7,"Analisando"
"1624",22,8,"Analista"
"1625",22,9,"Analisando"
"1626",22,10,"Analista"
"1627",22,11,"Analisando"
"1628",22,12,"Analista"
"1629",22,13,"Analisando"
"1630",22,14,"Analista"
"1631",22,15,"Analisando"
"1632",22,16,"Analista"
"1633",22,17,"Analisando"
"1634",22,18,"Analista"
"1635",22,19,"Analisando"
"1636",22,20,"Analista"
"1637",22,21,"Analisando"
"1638",22,22,"Analista"
"1639",22,23,"Analisando"
"1640",22,24,"Analista"
"1641",22,25,"Analisando"
"1642",22,26,"Analista"
"1643",22,27,"Analisando"
"1644",22,28,"Analista"
"1645",22,29,"Analisando"
"1646",22,30,"Analista"
"1647",22,31,"Analisando"
"1648",22,32,"Analista"
"1649",22,33,"Analisando"
"1650",22,34,"Analista"
"1651",22,35,"Analisando"
"1652",22,36,"Analista"
"1653",22,37,"Analisando"
"1654",22,38,"Analista"
"1655",22,39,"Analisando"
"1656",22,40,"Analista"
"1657",22,41,"Analisando"
"1658",22,42,"Analista"
"1659",22,43,"Analisando"
"1660",22,44,"Analista"
"1661",23,1,"Analisando"
"1662",23,2,"Analista"
"1663",23,3,"Analisando"
"1664",23,4,"Analista"
"1665",23,5,"Analisando"
"1666",23,6,"Analista"
"1667",23,7,"Analisando"
"1668",23,8,"Analista"
"1669",23,9,"Analisando"
"1670",23,10,"Analista"
"1671",23,11,"Analisando"
"1672",23,12,"Analista"
"1673",23,13,"Analisando"
"1674",23,14,"Analista"
"1675",23,15,"Analisando"
"1676",23,16,"Analista"
"1677",23,17,"Analisando"
"1678",23,18,"Analista"
"1679",23,19,"Analisando"
"1680",23,20,"Analista"
"1681",23,21,"Analisando"
"1682",23,22,"Analista"
"1683",23,23,"Analisando"
"1684",23,24,"Analista"
"1685",23,25,"Analisando"
"1686",23,26,"Analista"
"1687",23,27,"Analisando"
"1688",23,28,"Analista"
"1689",23,29,"Analisando"
"1690",23,30,"Analista"
